kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.7,981,-36.6922,-8.4726,49.47,39.65,60.35,0.2,49.95,37.21,62.79,0.1426,-0.0119
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.52,148,-8.8732,-1.3933,72.91,43.24,56.76,5.41,50.0,35.81,64.19,0.0557,0.0951
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,61.12,72,0.199,0.0091,76.93,19.44,80.56,36.11,43.06,33.33,66.67,0.1365,0.0712
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.24,403,91.7922,4.6946,88.09,48.88,51.12,0.0,50.87,44.17,55.83,0.0129,0.4401
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.0,242,13.5297,1.37,79.91,50.0,50.0,4.55,53.31,40.91,59.09,-0.005,-0.2787
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.48,979,-36.7362,-8.4816,49.45,40.76,59.24,0.31,46.78,37.28,62.72,0.2896,-0.0692
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,35.14,148,-8.8732,-1.3933,72.91,32.43,67.57,12.16,41.89,42.57,57.43,0.4258,0.252
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,61.12,72,0.199,0.0091,76.93,19.44,80.56,47.22,58.33,29.17,70.83,0.2765,-0.314
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.22,403,91.7922,4.6946,88.09,52.11,47.89,0.5,51.12,50.87,49.13,-0.0573,0.8079
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.82,242,13.5297,1.37,79.91,50.41,49.59,6.61,54.96,35.54,64.46,-0.0285,0.538
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.52,977,-36.7466,-8.4816,49.41,40.74,59.26,0.51,46.06,39.1,60.9,0.3903,-0.1441
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,40.54,148,-8.8732,-1.3933,72.91,29.73,70.27,16.89,41.22,43.24,56.76,0.5283,1.7144
