kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,17.22,4834,-18.1964,-6.6846,46.23,41.39,58.61,0.04,48.01,36,64,0.1142,-0.0112
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,12.08,1126,-4.1772,-1.52,62.39,43.96,56.04,5.51,46.36,35.79,64.21,0.0712,-0.0755
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,51.24,406,-0.0593,-0.0212,65.41,24.38,75.62,34.73,48.52,34.98,65.02,0.1914,-0.0456
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.8,2278,22.77,5.0067,83.32,47.1,52.9,0.04,50.48,41.79,58.21,0.0461,0.0348
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.54,1139,4.9373,1.4372,71.29,48.73,51.27,3.86,49.87,36.7,63.3,0.0257,0.0389
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.18,4832,-18.2021,-6.6848,46.23,44.91,55.09,0.23,47.83,37.62,62.38,0.1409,-0.0628
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,15.28,1126,-4.1772,-1.52,62.39,42.36,57.64,11.72,46.63,40.67,59.33,0.2107,-0.0707
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,65.02,406,-0.0593,-0.0212,65.41,17.49,82.51,42.61,49.75,35.96,64.04,0.4201,-0.2507
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,6.14,2278,22.77,5.0067,83.32,53.07,46.93,0.31,52.15,47.23,52.77,-0.0799,0.1352
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.84,1139,4.9373,1.4372,71.29,49.08,50.92,10.1,52.77,39.42,60.58,0.0263,0.0146
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.74,4831,-18.2079,-6.6849,46.23,47.13,52.87,0.56,47.77,38.63,61.37,0.0853,-0.1001
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,22.14,1125,-4.1772,-1.5181,62.39,38.93,61.07,16.71,46.31,43.38,56.62,0.3068,-0.1087
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,77.34,406,-0.0593,-0.0212,65.41,11.33,88.67,47.04,51.72,38.18,61.82,0.6951,-0.3121
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,9.3,2278,22.77,5.0067,83.32,54.65,45.35,0.57,52.72,47.89,52.11,-0.1457,0.2309
