kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,26.58,79,-39.2247,-2.9566,1.38,36.71,63.29,3.8,49.37,49.37,50.63,0.1057,1.6133
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,22.72,44,-17.8209,-1.2424,27.15,38.64,61.36,6.82,45.45,45.45,54.55,0.1026,0.2584
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,41.18,34,0.896,0.0483,24.98,29.41,70.59,35.29,52.94,47.06,52.94,0.2235,-1.644
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,55.56,9,58.9145,2.4373,95.62,77.78,22.22,0,77.78,33.33,66.67,-0.7263,-7.425
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,8.34,48,20.4491,0.8414,57.1,54.17,45.83,6.25,60.42,50,50,-0.0849,-0.769
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,35.06,77,-38.4066,-2.9421,1.26,32.47,67.53,9.09,44.16,33.77,66.23,0.3567,5.872
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,50,44,-17.8209,-1.2424,27.15,25,75,6.82,31.82,43.18,56.82,0.4496,-1.6009
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,47.06,34,0.896,0.0483,24.98,26.47,73.53,32.35,44.12,52.94,47.06,0.3115,0.8264
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,100,9,58.9145,2.4373,95.62,100,0,0,100,88.89,11.11,-1.1368,-17.4296
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,25,48,20.4491,0.8414,57.1,62.5,37.5,16.67,62.5,58.33,41.67,-0.2437,-4.8584
